date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_168_normalized,smart_168_raw,smart_170_normalized,smart_170_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_175_normalized,smart_175_raw,smart_177_normalized,smart_177_raw,smart_179_normalized,smart_179_raw,smart_180_normalized,smart_180_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_234_normalized,smart_234_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_245_normalized,smart_245_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,datacenter,cluster_id,vault_id,pod_id,pod_slot_num,is_legacy_format,smart_27_normalized,smart_27_raw,smart_71_normalized,smart_71_raw,smart_82_normalized,smart_82_raw,smart_90_normalized,smart_90_raw,smart_160_normalized,smart_160_raw,smart_161_normalized,smart_161_raw,smart_163_normalized,smart_163_raw,smart_164_normalized,smart_164_raw,smart_165_normalized,smart_165_raw,smart_166_normalized,smart_166_raw,smart_167_normalized,smart_167_raw,smart_169_normalized,smart_169_raw,smart_171_normalized,smart_171_raw,smart_172_normalized,smart_172_raw,smart_176_normalized,smart_176_raw,smart_178_normalized,smart_178_raw,smart_230_normalized,smart_230_raw,smart_244_normalized,smart_244_raw,smart_246_normalized,smart_246_raw,smart_211_normalized,smart_211_raw,smart_212_normalized,smart_212_raw
2023-11-02,ZHZ4R5LX,ST12000NM0008,12000138625024,0,83.0,194502800.0,,,90.0,0.0,100.0,18.0,100.0,0.0,79.0,71723876.0,,,62.0,33808.0,100.0,0.0,,,100.0,17.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,68.0,32.0,,,100.0,3.0,95.0,10218.0,32.0,32.0,2.0,194502800.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,31841.0,100.0,113793107104.0,100.0,422291139290.0,,,,,,,,,,,,,,,,,sac2,0.0,1135.0,14.0,25.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-02,ZHZ4VCB0,ST12000NM0008,12000138625024,0,74.0,27667960.0,,,90.0,0.0,100.0,15.0,100.0,0.0,89.0,780178792.0,,,62.0,33901.0,100.0,0.0,,,100.0,15.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,59.0,41.0,,,100.0,4.0,95.0,10620.0,41.0,41.0,1.0,27667960.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,31837.0,100.0,113315325744.0,100.0,383051251212.0,,,,,,,,,,,,,,,,,sac2,0.0,1135.0,1.0,57.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-02,ZHZ629KG,ST12000NM0008,12000138625024,0,79.0,84649440.0,,,90.0,0.0,100.0,10.0,100.0,0.0,89.0,845843124.0,,,64.0,31683.0,100.0,0.0,,,100.0,10.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,72.0,28.0,,,100.0,4.0,100.0,1657.0,28.0,28.0,1.0,84649440.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,31473.0,100.0,106884934976.0,100.0,532849280864.0,,,,,,,,,,,,,,,,,sac0,0.0,1136.0,2.0,8.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-02,ZL0052LX,ST12000NM0008,12000138625024,0,80.0,101410704.0,,,92.0,0.0,100.0,7.0,100.0,0.0,83.0,207576262.0,,,69.0,27422.0,100.0,0.0,,,100.0,7.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,67.0,33.0,,,100.0,3.0,100.0,1421.0,33.0,33.0,1.0,101410704.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,27221.0,100.0,87648645984.0,100.0,284770604343.0,,,,,,,,,,,,,,,,,sac2,0.0,1107.0,4.0,21.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-02,ZL005DTK,ST12000NM0008,12000138625024,0,81.0,133216792.0,,,95.0,0.0,100.0,4.0,100.0,0.0,86.0,361822091.0,,,65.0,31270.0,100.0,0.0,,,100.0,3.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,69.0,31.0,,,100.0,0.0,100.0,1418.0,31.0,31.0,1.0,133216792.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,31103.0,100.0,108854555176.0,100.0,542158625722.0,,,,,,,,,,,,,,,,,phx1,0.0,1070.0,8.0,21.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-25,ZHZ4VRW1,ST12000NM0008,12000138625024,0,80.0,106295520.0,,,90.0,0.0,100.0,15.0,94.0,4144.0,79.0,82363406.0,,,66.0,30065.0,100.0,0.0,,,100.0,15.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,62.0,38.0,,,100.0,4.0,99.0,2367.0,38.0,38.0,1.0,106295520.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,29667.0,100.0,99251379944.0,100.0,636208486264.0,,,,,,,,,,,,,,,,,,,1065.0,18.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-25,ZHZ669WJ,ST12000NM0008,12000138625024,0,81.0,136658616.0,,,95.0,0.0,100.0,4.0,100.0,0.0,88.0,647335617.0,,,69.0,27416.0,100.0,0.0,,,100.0,4.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,63.0,37.0,,,100.0,0.0,100.0,1327.0,37.0,37.0,1.0,136658616.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,27235.0,100.0,100813140384.0,100.0,476961306524.0,,,,,,,,,,,,,,,,,,,1070.0,14.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-25,ZHZ49ZBS,ST12000NM0008,12000138625024,0,76.0,44282664.0,,,92.0,0.0,100.0,7.0,100.0,0.0,85.0,303049106.0,,,65.0,31374.0,100.0,0.0,,,100.0,7.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,73.0,27.0,,,100.0,373.0,100.0,1600.0,27.0,27.0,1.0,44282664.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,31132.0,100.0,104335239032.0,100.0,349567234796.0,,,,,,,,,,,,,,,,,,,1131.0,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-25,ZHZ4NHZ8,ST12000NM0008,12000138625024,0,74.0,22689496.0,,,90.0,0.0,100.0,16.0,100.0,0.0,89.0,878755235.0,,,65.0,30666.0,100.0,0.0,,,100.0,16.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,67.0,33.0,,,100.0,273.0,100.0,1657.0,33.0,33.0,1.0,22689496.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,30416.0,100.0,98288241784.0,100.0,628054453350.0,,,,,,,,,,,,,,,,,,,1064.0,3.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-25,ZL005173,ST12000NM0008,12000138625024,0,80.0,99949720.0,,,95.0,0.0,100.0,5.0,100.0,0.0,88.0,575799253.0,,,73.0,24198.0,100.0,0.0,,,100.0,5.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,53.0,47.0,,,100.0,1.0,100.0,1182.0,47.0,47.0,1.0,99949720.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,24022.0,100.0,75883068192.0,100.0,253078422030.0,,,,,,,,,,,,,,,,,,,1110.0,3.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,ZHZ50G73,ST12000NM0008,12000138625024,0,79.0,85166672.0,,,90.0,0.0,100.0,22.0,100.0,0.0,88.0,593219416.0,,,63.0,32437.0,100.0,0.0,,,100.0,22.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,78.0,22.0,,,100.0,3.0,95.0,11001.0,22.0,22.0,1.0,85166672.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,30591.0,100.0,105091528776.0,100.0,503881181890.0,,,,,,,,,,,,,,,,,sac0,0.0,1134.0,15.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,ZL005DYS,ST12000NM0008,12000138625024,0,83.0,211103856.0,,,94.0,0.0,100.0,5.0,100.0,0.0,86.0,408814476.0,,,69.0,27740.0,100.0,0.0,,,100.0,5.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,64.0,36.0,,,100.0,1.0,100.0,1480.0,36.0,36.0,1.0,211103856.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,27489.0,100.0,82950815080.0,100.0,292263183688.0,,,,,,,,,,,,,,,,,sac2,0.0,1107.0,1.0,10.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,ZHZ659B6,ST12000NM0008,12000138625024,0,78.0,66588224.0,,,95.0,0.0,100.0,4.0,100.0,0.0,86.0,388131007.0,,,66.0,30137.0,100.0,0.0,,,100.0,4.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,64.0,36.0,,,100.0,0.0,100.0,1444.0,36.0,36.0,1.0,66588224.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,29940.0,100.0,107520514232.0,100.0,536101795092.0,,,,,,,,,,,,,,,,,phx1,0.0,1070.0,14.0,47.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,ZHZ4WFCY,ST12000NM0008,12000138625024,0,79.0,88784048.0,,,90.0,0.0,100.0,10.0,100.0,0.0,88.0,634790277.0,,,63.0,32779.0,100.0,0.0,,,100.0,10.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,53.0,47.0,,,100.0,2.0,95.0,10326.0,47.0,47.0,1.0,88784048.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,30762.0,100.0,111526376584.0,100.0,421278407948.0,,,,,,,,,,,,,,,,,sac2,0.0,1135.0,7.0,28.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-16,ZHZ50QXH,ST12000NM0008,12000138625024,0,80.0,97641752.0,,,90.0,0.0,100.0,22.0,100.0,0.0,87.0,554034372.0,,,63.0,32441.0,100.0,0.0,,,100.0,22.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,77.0,23.0,,,100.0,5.0,95.0,10388.0,23.0,23.0,2.0,97641752.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,30716.0,100.0,104680544008.0,100.0,485749969470.0,,,,,,,,,,,,,,,,,sac0,0.0,1134.0,15.0,5.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-18,ZL004L4W,ST12000NM0008,12000138625024,0,67.0,5054672.0,,,93.0,0.0,100.0,6.0,100.0,0.0,73.0,20794316.0,,,70.0,26431.0,100.0,0.0,,,100.0,7.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,69.0,31.0,,,100.0,0.0,100.0,1286.0,31.0,31.0,1.0,5054672.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,26249.0,100.0,81567447584.0,100.0,332992650447.0,,,,,,,,,,,,,,,,,sac0,0.0,1100.0,13.0,2.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-18,ZHZ3X352,ST12000NM0008,12000138625024,0,78.0,62388112.0,,,90.0,0.0,100.0,14.0,100.0,0.0,88.0,619878150.0,,,57.0,38232.0,100.0,0.0,,,100.0,13.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,66.0,34.0,,,100.0,34.0,100.0,1723.0,34.0,34.0,1.0,62388112.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,37995.0,100.0,114603315600.0,100.0,455528014772.0,,,,,,,,,,,,,,,,,sac0,0.0,1130.0,18.0,23.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
