smart_5_raw_max,smart_5_raw_mean,smart_5_raw_cv,smart_5_raw_diff_mean,smart_5_raw_diff_max,smart_5_raw_diff_std,smart_5_raw_slope,smart_5_raw_skew,smart_5_raw_kurt,smart_5_raw_last,smart_187_raw_max,smart_187_raw_mean,smart_187_raw_cv,smart_187_raw_diff_mean,smart_187_raw_diff_max,smart_187_raw_diff_std,smart_187_raw_slope,smart_187_raw_skew,smart_187_raw_kurt,smart_187_raw_last,smart_188_raw_max,smart_188_raw_mean,smart_188_raw_cv,smart_188_raw_diff_mean,smart_188_raw_diff_max,smart_188_raw_diff_std,smart_188_raw_slope,smart_188_raw_skew,smart_188_raw_kurt,smart_188_raw_last,smart_198_raw_max,smart_198_raw_mean,smart_198_raw_cv,smart_198_raw_diff_mean,smart_198_raw_diff_max,smart_198_raw_diff_std,smart_198_raw_slope,smart_198_raw_skew,smart_198_raw_kurt,smart_198_raw_last,smart_197_raw_max,smart_197_raw_mean,smart_197_raw_cv,smart_197_raw_diff_mean,smart_197_raw_diff_max,smart_197_raw_diff_std,smart_197_raw_slope,smart_197_raw_skew,smart_197_raw_kurt,smart_197_raw_last,smart_241_raw_max,smart_241_raw_mean,smart_241_raw_cv,smart_241_raw_diff_mean,smart_241_raw_diff_max,smart_241_raw_diff_std,smart_241_raw_slope,smart_241_raw_skew,smart_241_raw_kurt,smart_241_raw_last,smart_12_raw_max,smart_12_raw_mean,smart_12_raw_cv,smart_12_raw_diff_mean,smart_12_raw_diff_max,smart_12_raw_diff_std,smart_12_raw_slope,smart_12_raw_skew,smart_12_raw_kurt,smart_12_raw_last,smart_7_raw_max,smart_7_raw_mean,smart_7_raw_cv,smart_7_raw_diff_mean,smart_7_raw_diff_max,smart_7_raw_diff_std,smart_7_raw_slope,smart_7_raw_skew,smart_7_raw_kurt,smart_7_raw_last,smart_4_raw_max,smart_4_raw_mean,smart_4_raw_cv,smart_4_raw_diff_mean,smart_4_raw_diff_max,smart_4_raw_diff_std,smart_4_raw_slope,smart_4_raw_skew,smart_4_raw_kurt,smart_4_raw_last,smart_193_raw_max,smart_193_raw_mean,smart_193_raw_cv,smart_193_raw_diff_mean,smart_193_raw_diff_max,smart_193_raw_diff_std,smart_193_raw_slope,smart_193_raw_skew,smart_193_raw_kurt,smart_193_raw_last,smart_190_raw_max,smart_190_raw_mean,smart_190_raw_cv,smart_190_raw_diff_mean,smart_190_raw_diff_max,smart_190_raw_diff_std,smart_190_raw_slope,smart_190_raw_skew,smart_190_raw_kurt,smart_190_raw_last,failure
8160,4240,0.4951718952907598,904,2696,1251.6970879569865,904,1.2440457696857692,0.8121865959054189,8160,125,76.85714285714286,0.29000849575199367,10.833333333333334,47,18.03792301421277,10.833333333333334,2.151899525294333,5.02481282779063,125,4295294981,4295079645.142858,2.2827303734144996e-05,43691.333333333336,196611,79369.24850259493,43691.333333333336,2.3466418125192288,5.580353100872394,4295294981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43482E+11,143352368462.85715,0.0008448905791056676,50673556,86924392,28544548.59997463,50673556,-0.357671992,-1.547595783,1.43482E+11,11,11,0,0,0,0,0,0,0,11,382370373,369710456.71428573,0.02704111744177069,3995551.1666666665,9250279,2946716.924687773,3995551.1666666665,0.2667310406497469,-2.080241191,382370373,13,12.142857142857142,0.031126486012524594,0.16666666666666666,1,0.408248290463863,0.16666666666666666,2.6457513110645956,7.000000000000028,13,2456,2452.8571428571427,0.0008298082031901578,1,2,0.6324555320336759,1,0.10164903816050931,-0.504399524,2456,30,28.857142857142858,0.031178949880678517,-0.333333333,1,1.0327955589886446,-0.333333333,-1.569088744,4.287197231833918,27,1
4848,693.7142857142857,2.6406696192108963,808,4840,1975.271120631292,808,2.645736604633589,6.9999406331712795,4848,76,13.714285714285714,2.0029817183112004,12.166666666666666,72,29.314956364740965,12.166666666666666,2.6441201973235473,6.993389277895929,76,4295163907,613594843.8571428,2.6457513110645907,715860651.1666666,4295163907,1753493322.2948368,715860651.1666666,2.64575131106459,7,4295163907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86312591056,86171401000,0.0012752451196930974,49487610.666666664,69656232,14675907.037847556,49487610.666666664,-0.203035136,-1.382054846,86312591056,2,2,0,0,0,0,0,0,0,2,877517440,867138259.1428572,0.009068931384157751,3629017.8333333335,5725600,1504471.2211579746,3629017.8333333335,-0.161774319,-1.22794275,877517440,3,2.142857142857143,0.17638342073763938,0.16666666666666666,1,0.408248290463863,0.16666666666666666,2.645751311064591,7.000000000000002,3,1509,1505.142857142857,0.0016013731631034883,1.1666666666666667,2,0.408248290463863,1.1666666666666667,0.36727693613634427,-0.503413061,1509,29,27.714285714285715,0.03432127896123398,-0.166666667,2,1.6020819787597222,-0.166666667,0.7635866595707624,-1.686980609,27,1
208,78.85714285714286,0.9878134425717702,29.333333333333332,136,53.705369067409514,29.333333333333332,1.2836935065574144,-0.472451143,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54471054128,54249483390.85714,0.0031813204275839245,79774952,109991192,33130867.767052043,79774952,-0.200963477,-1.080582638,54471054128,5,5,0,0,0,0,0,0,0,5,998689215,568905157,0.9301353240819284,-163647984.2,4700561,408992999.2968395,-163647984.2,-0.374070456,-2.799654216,6183813,5,5,0,0,0,0,0,0,0,5,381,378,0.005714938887484886,1,1,0,1,0,-1.2,381,21,20.714285714285715,0.023556208657378386,0.16666666666666666,1,0.7527726527090811,0.16666666666666666,-1.229634092,-0.84,21,1
1432,204.57142857142858,2.6457513110645903,238.66666666666666,1432,584.6115519442518,238.66666666666666,2.6457513110645903,6.9999999999999964,1432,36,5.142857142857143,2.6457513110645903,6,36,14.696938456699069,6,2.6457513110645903,7.000000000000002,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42527218776,42356261612.57143,0.003142517096500641,57431512,91367632,27059900.394318737,57431512,-0.047083815,-1.63718694,42527218776,1,1,0,0,0,0,0,0,0,1,4897296155,1208478954.7142856,1.3460075686322344,718266988.1666666,4296782922,1753107916.6502826,718266988.1666666,2.6457080801576067,6.999825678056819,4897296155,1,1,0,0,0,0,0,0,0,1,325,322.42857142857144,0.00642063657341136,0.8333333333333334,2,0.983192080250175,0.8333333333333334,0.14169346151826384,-1.406222222,325,21,20.285714285714285,0.024053875037463847,0,1,0.6324555320336759,0,1.2296340919151605,-0.84,21,1
8,4.571428571428571,0.9354143466934854,1.3333333333333333,8,3.265986323710904,1.3333333333333333,-0.374165739,-2.8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.2857142857142856,1.707825127659933,1.3333333333333333,8,3.265986323710904,1.3333333333333333,1.2296340919151518,-0.84,8,8,2.2857142857142856,1.707825127659933,1.3333333333333333,8,3.265986323710904,1.3333333333333333,1.2296340919151518,-0.84,8,1.07206E+11,107076033284.57143,0.0008296515142571648,41380957.333333336,55800032,12384477.455134725,41380957.333333336,0.07354409739812556,-1.068869617,1.07206E+11,28,28,0,0,0,0,0,0,0,28,95860357,84730622.28571428,0.10093146373937992,3831864.5,7085688,1661214.1473649626,3831864.5,-0.222274584,-1.273390644,95860357,29,29,0,0,0,0,0,0,0,29,1645,1641.5714285714287,0.001355648936332541,1,2,1.0954451150103321,1,0.24887548641385443,-0.944378698,1645,35,33.857142857142854,0.02038168318732692,0.16666666666666666,1,0.9831920802501751,0.16666666666666666,0.17389652095429167,0.33600000000000296,35,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39537E+11,1.393E+11,0.0012900951266271625,79974902.66666667,121660640,32080624.714551844,79974902.66666667,-0.135088657,-1.379807011,1.39537E+11,10,10,0,0,0,0,0,0,0,10,120236270,110651337.57142857,0.08357073624371786,3760047.3333333335,8299223,3196592.687178438,3760047.3333333335,-0.599125315,-1.622402329,120236270,10,10,0,0,0,0,0,0,0,10,2838,2835.4285714285716,0.0007579795846027647,0.8333333333333334,2,0.983192080250175,0.8333333333333334,0.06619590627258067,-1.86989053,2838,28,27.142857142857142,0.01392500690033995,0,1,0.6324555320336759,0,2.645751311064596,7.000000000000034,27,1
0,0,0,0,0,0,0,0,0,0,9,8.714285714285714,0.05599426648065355,0.16666666666666666,1,0.408248290463863,0.16666666666666666,-1.229634092,-0.84,9,8590065666,8590065666,0,0,0,0,0,0,0,8590065666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48428E+11,148214190553.14285,0.001084289748654401,74800885.33333333,99123296,22524586.321838975,74800885.33333333,-0.18599992,-1.108325365,1.48428E+11,13,12.857142857142858,0.029397236789606554,0.16666666666666666,1,0.408248290463863,0.16666666666666666,-2.645751311,7.000000000000039,13,388075437,371225415.71428573,0.031157999725059796,5552646.5,8606031,2498398.9821980596,5552646.5,0.11716474444381929,-0.886911795,388075437,13,12.857142857142858,0.029397236789606554,0.16666666666666666,1,0.408248290463863,0.16666666666666666,-2.645751311,7.000000000000039,13,2728,2724.8571428571427,0.0008845584380024302,1.1666666666666667,2,0.408248290463863,1.1666666666666667,-0.367276936,-0.503413061,2728,34,32.857142857142854,0.02100199528433252,0,1,1.2649110640673518,0,0.1738965209542919,0.3360000000000074,33,1
4992,739.4285714285714,2.5367029090804687,832,4896,1991.2448367792445,832,2.6427855504205144,6.987957417191556,4992,112,29.714285714285715,1.2226608407723645,16.333333333333332,93,37.57481425990908,16.333333333333332,2.6318479767377307,6.943172444903579,112,1179666,393222,0.8819171036881969,152919.66666666666,917518,374575.1549698227,152919.66666666666,2.64575131106459,6.999999999999998,1179666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04619E+11,104459690002.28572,0.001135524310358203,55424141.333333336,71892616,15606487.7574729,55424141.333333336,-0.163149323,-1.088710531,1.04619E+11,8,8,0,0,0,0,0,0,0,8,661811354,651806770.7142857,0.013761118031662065,4326582,9129464,2636395.559532522,4326582,-0.935352286,0.3754226510992247,661811354,8,8,0,0,0,0,0,0,0,8,1550,1546.7142857142858,0.0014797099646806338,1.1666666666666667,2,0.752772652709081,1.1666666666666667,-0.328890218,0.0638677685951139,1550,29,28,0.020619652471058063,-0.166666667,1,0.7527726527090811,-0.166666667,0,3,28,1
48,46.857142857142854,0.0645305197820632,1.3333333333333333,8,3.265986323710904,1.3333333333333333,-2.645751311,6.999999999999977,48,57,50.57142857142857,0.08683856581321693,1.5,9,3.6742346141747673,1.5,1.2296340919151536,-0.84,57,0,0,0,0,0,0,0,0,0,0,192,187.42857142857142,0.033582747239549404,2.6666666666666665,8,4.1311822359545785,2.6666666666666665,-1.114549779,0.27337278106507057,192,192,187.42857142857142,0.033582747239549404,2.6666666666666665,8,4.1311822359545785,2.6666666666666665,-1.114549779,0.27337278106507057,192,89653612016,89520746603.42857,0.0010777063015475568,46503204,61361440,16058657.869534776,46503204,-0.203774244,-0.73644934,89653612016,5,5,0,0,0,0,0,0,0,5,68774361,54837659.71428572,0.16148916118620443,4517181.5,7884264,2173901.410034572,4517181.5,0.11346727063757293,0.028012216495555187,68774361,5,5,0,0,0,0,0,0,0,5,1042,1038.4285714285713,0.002349463650653368,1.1666666666666667,2,0.9831920802501751,1.1666666666666667,-0.023608975,-0.8174208,1042,34,33.57142857142857,0.015921946326697623,0.16666666666666666,1,0.7527726527090811,0.16666666666666666,-0.374165739,-2.8,34,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99546670064,99303848904,0.0016279992910386261,73240365.33333333,108887576,27296356.742032535,73240365.33333333,0.31658775170919373,-1.22992544,99546670064,12,12,0,0,0,0,0,0,0,12,117580510,101963863.42857143,0.09886679365520135,4607940.833333333,8529958,2741389.005776992,4607940.833333333,0.4102252250567597,-1.137295745,117580510,12,12,0,0,0,0,0,0,0,12,1460,1457,0.0014826677415712333,1,1,0,1,0,-1.2,1460,36,35.714285714285715,0.013662601021279464,0,1,0.8944271909999159,0,-1.229634092,-0.84,36,1
5008,986.2857142857143,1.8505109159328874,834.6666666666666,4024,1595.8158623934864,834.6666666666666,2.3543651038303866,5.753786101383529,5008,71,18.571428571428573,1.298223638432383,11,51,20.356817039999154,11,2.232947879206369,5.222585685690577,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45626734424,45443581632,0.002456871085967205,52440272,106430704,30000952.30322259,52440272,0.4916029022910053,-0.558528313,45626734424,3,3,0,0,0,0,0,0,0,3,343330096,333365591,0.019842986257772005,3024006.8333333335,4806184,1316663.254036569,3024006.8333333335,0.23284470080907768,-1.223341794,343330096,4,3.142857142857143,0.12026142323020868,0.16666666666666666,1,0.408248290463863,0.16666666666666666,2.645751311064591,7.000000000000002,4,437,433.42857142857144,0.005304376051229756,1,2,0.8944271909999159,1,0.41614980544617935,-1.24660336,437,42,38.714285714285715,0.04648079613208163,-0.833333333,2,2.714160398109638,-0.833333333,1.0738451092900592,0.7012110726643552,37,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22214277200,21133660841.142857,0.03489346927499074,342904845.3333333,468310176,123164111.32825457,342904845.3333333,0.11279161465541665,-1.090563646,22214277200,3,3,0,0,0,0,0,0,0,3,8801525354,8788713930.571428,0.0009993069818794685,4032355.3333333335,5599868,1504802.7162144103,4032355.3333333335,0.13282609879462665,-1.204616379,8801525354,3,3,0,0,0,0,0,0,0,3,182,179.42857142857142,0.011079949970885405,0.8333333333333334,2,0.983192080250175,0.8333333333333334,-0.119993494,-1.64915082,182,40,38.57142857142857,0.02530111300236938,-0.166666667,2,1.834847859269718,-0.166666667,-0.276667671,0.04199999999999626,39,1
